TIME,WndSp,SfcPr
101622,35,996.5
101623,35,996.5
101624,35,996.6
101625,34.8,996.6
101626,34.7,996.8
101627,34.8,996.8
101628,34.6,996.8
101629,34.5,996.9
101630,34.4,996.9
101631,34.1,997
101632,34.1,997
101633,34.3,997
101634,34.3,996.9
101635,34.3,997
101636,34.3,997.1
101637,34.3,997.1
101638,34.2,997.1
101639,34.4,997.2
101640,34.5,997.2
101641,34.6,997.1
101642,34.8,997.1
101643,34.7,997.2
101644,34.5,997.3
101645,34.1,997.4
101646,34.3,997.5
101647,34.4,997.5
101648,34.7,997.5
101649,34.6,997.4
101650,34.5,997.4
101651,34.3,997.2
101652,34.6,997.2
101653,34.9,997.2
101654,34.9,997.2
101655,34.8,997.3
101656,34.7,997.3
101657,34.6,997.3
101658,34.5,997.4
101659,34.4,997.5
101700,34.7,997.4
101701,35,997.4
101702,34.6,997.6
101703,34.4,997.5
101704,34.5,997.5
101705,34.5,997.6
101706,34.6,997.6
101707,34.9,997.7
101708,35.5,997.8
101709,35.7,997.6
101710,35.5,997.6
101711,35.2,997.6
101712,34.7,997.6
101713,34.8,997.6
101714,35.1,997.5
101715,35.3,997.5
101716,35.3,997.5
101717,35.1,997.6
101718,35.1,997.5
101719,35.1,997.6
101720,35,997.7
101721,35.2,997.8
101722,35.1,997.9
101723,35.4,998
101724,35.4,998
101725,35.3,997.9
101726,35.5,997.9
101727,35.5,997.9
101728,35,998
101729,34.7,998.1
101730,34.8,998
101731,34.9,998.2
101732,35,998.4
101733,34.9,998.6
101734,34.6,998.6
101735,34.2,998.8
101736,34.2,998.9
101737,34.4,999
101738,34.7,999.1
101739,34.3,999.1
101740,34.6,999.2
101741,35,999.2
101742,35.2,999.1
101743,35.3,998.9
101744,35.3,998.8
101745,35,998.8
101746,34.9,998.8
101747,35.1,998.7
101748,35.4,998.7
101749,35.1,998.8
101750,34.9,998.8
101751,34.7,998.8
101752,34.9,999
101753,34.8,999
101754,35.2,999.1
101755,35.1,999.1
101756,34.9,999.2
101757,34.9,999.1
101758,35.2,999.1
101759,34.9,999.1
101800,34.3,999.3
101801,34.5,999.2
101802,34.6,999.2
101803,34.3,999.1
101804,34.2,999
101805,35.1,999
101806,35.2,998.9
101807,34.9,999
101808,34.8,999
101809,34.5,998.9
101810,34.1,998.6
101811,34.4,998.4
101812,35,998.5
101813,34.8,998.3
101814,34.6,998.3
101815,34.4,998.3
101816,35.2,998.1
101817,36.4,998.5
101818,35.7,999.1
101819,37,999.4
101820,37.4,999.6
101821,37.4,999.5
101822,37.5,999.5
101823,38.4,999.7
101824,37.7,999.4
101825,38.1,999.3
101826,37.8,999.6
101827,36.9,999.3
101828,38.3,999.1
101829,37.8,999.3
101830,35.5,999.4
101831,35.5,999.2
101832,35.7,999
101833,35.8,999.1
101834,36.8,999.2
101835,37.1,999.3
101836,36.7,999.1
101837,37,998.9
101838,36,999.2
101839,36.1,999.3
101840,36.2,999.4
101841,35.7,999.5
101842,35.4,999.5
101843,35.2,999.2
101844,35.2,999.3
101845,35.8,999.3
101846,35.2,999.6
101847,35.7,999.6
101848,36.3,999.4
101849,35.7,999.3
101850,36.2,999.2
101851,36.2,999.1
101852,36.5,999.2
101853,36.8,999.2
101854,36.5,999.3
101855,36.7,999.3
101856,36.7,999.2
101857,36.7,999.2
101858,36.8,999.2
101859,37.1,999.1
101900,37,999
101901,36.7,998.9
101902,36.3,998.9
101903,36.3,998.9
101904,36,998.8
101905,36,998.9
101906,36.1,999
101907,36,999
101908,35.9,998.9
101909,36,998.8
101910,35.8,998.7
101911,35.6,998.7
101912,35.7,998.5
101913,35.6,998.4
101914,35.6,998.3
101915,35.5,998.4
101916,35.7,998.6
101917,35.7,998.7
101918,35.6,998.3
101919,35.5,998.2
101920,35.7,998.3
101921,35.4,998.2
101922,35.1,998.3
101923,35,998.4
101924,35.3,998.5
101925,35.3,998.5
101926,35.1,998.6
101927,34.7,998.7
101928,34.7,998.8
101929,34.6,998.9
101930,34.5,999
101931,34.3,999.1
101932,34.5,999
101933,34.7,998.9
101934,34.3,999
101935,34.1,998.9
101936,34,999
101937,34.3,999.2
101938,34.6,999
101939,34.7,999.1
101940,34.6,999
101941,34.2,999.1
101942,34,999.2
101943,34.5,999.1
101944,34.9,999.1
101945,34.8,999.3
101946,34.7,999.3
101947,35.1,999.4
101948,35.4,999.3
101949,35.3,999.3
101950,35.2,999.2
101951,35.2,999.2
101952,34.8,999.1
101953,34.4,999
101954,34,999
101955,33.4,999
101956,33.5,999.1
101957,33.7,999
101958,33.7,999
101959,33.7,999.1
102000,33.8,999.1
102001,33.7,999.3
102002,33.4,999.5
102003,33.2,999.5
102004,33.2,999.6
102005,33.1,999.5
102006,33.7,999.5
102007,33.5,999.5
102008,33.6,999.5
102009,33.5,999.5
102010,33.9,999.4
102011,33.9,999.4
102012,33.5,999.5
102013,33.7,999.6
102014,34.4,999.4
102015,33.4,999.6
102016,33.3,999.8
102017,33.8,999.9
102018,35.3,999.7
102019,34,999.7
102020,34.3,999.9
102021,34.8,1000
102022,35.3,999.9
102023,34.9,999.9
102024,34.5,999.8
102025,34.3,999.7
102026,34.2,999.7
102027,34.5,999.6
102028,34.5,999.7
102029,34.4,999.6
102030,34.8,999.5
102031,35.2,999.4
102032,35.3,999.2
102033,35.1,999.2
102034,34.9,999.2
102035,33.9,999.3
102036,33.7,999.2
102037,33.2,999.3
102038,32.5,999.2
102039,33.3,999.5
102040,32.8,999.4
102041,33,999.6
102042,33.2,999.6
102043,33.4,999.7
102044,33.6,1000
102045,33.5,999.8
102046,33.8,999.8
102047,34.1,999.7
102048,34.2,999.7
102049,34.5,999.7
102050,34.7,999.4
102051,34.7,999.3
102052,34.9,999.1
102053,35.1,998.8
102054,35.2,998.6
102055,35.2,998.6
102056,35.1,998.6
102057,35.2,998.7
102058,35.6,998.7
102059,35.5,998.6
102100,35.4,998.6
102101,35,998.7
102102,35.1,999.1
102103,35.2,999.1
102104,34.7,999.3
102105,34.8,999.5
102106,34.8,999.4
102107,34.8,999.6
102108,34.7,999.6
102109,34.8,999.6
102110,34.8,999.8
102111,34.9,999.6
102112,34.7,999.8
102113,34.8,999.8
102114,34.9,999.8
102115,34.7,999.9
102116,34.4,999.9
102117,34.6,999.8
102118,34.6,999.7
102119,34.3,999.8
102120,34.2,999.9
102121,34.4,1000
102122,34.7,999.9
102123,34.8,999.8
102124,34.8,999.8
102125,34.6,999.8
102126,34.3,1000
102127,34.2,1000.1
102128,33.8,1000.2
102129,33.6,1000.5
102130,33.7,1000.6
102131,33.8,1000.6
102132,34.2,1000.5
102133,34.7,1000.2
102134,34.9,999.9
102135,34.8,999.8
102136,34.6,999.7
102137,34.4,999.9
102138,34.4,1000.1
102139,34.2,1000.2
102140,34,1000.3
102141,33.9,1000.3
102142,33.9,1000.5
102143,33.9,1000.4
102144,33.9,1000.6
102145,33.8,1000.6
102146,33.8,1000.8
102147,33.6,1000.9
102148,33.4,1000.9
102149,33.4,1000.9
102150,33.3,1000.9
102151,33,1001.1
102152,32.9,1001.2
102153,33.1,1001.3
102154,33.1,1001.4
102155,33.1,1001.4
102156,33.3,1001.4
102157,33.6,1001.2
102158,34,1001
102159,34.1,1001
102200,34.2,1000.9
102201,34.4,1000.7
102202,34.4,1000.7
102203,34.5,1000.6
102204,34.6,1000.6
102205,34.6,1000.6
102206,34.6,1000.6
102207,34.8,1000.7
102208,34.8,1000.5
102209,34.8,1000.5
102210,34.7,1000.4
102211,34.8,1000.3
102212,34.5,1000.4
102213,34,1000.6
102214,34.4,1000.5
102215,34.5,1000.4
102216,34.4,1000.3
102217,34.4,1000.2
102218,34.4,1000.2
102219,34.4,1000.3
102220,34.4,1000.2
102221,34.3,1000.1
102222,33.9,1000.1
102223,33.9,1000.2
102224,33.8,1000.1
102225,33.7,1000
102226,33.4,1000.1
102227,33.1,1000.1
102228,33.1,1000
102229,33.2,999.9
102230,33.4,999.9
102231,33.1,1000.1
102232,33.2,1000.1
102233,33.1,1000.1
102234,33.1,1000.1
102235,33.5,1000.2
102236,33.5,1000.1
102237,33.4,1000.1
102238,33.4,1000.2
102239,33.6,1000.1
102240,33.1,1000.2
102241,33.2,1000.2
102242,33.2,1000.2
102243,33.7,1000.1
102244,33.6,1000.1
102245,33.4,1000.1
102246,33.4,1000.1
102247,33.3,1000.1
102248,33.2,1000.2
102249,33.5,1000.2
102250,33.2,1000.2
102251,33.5,1000.1
102252,33.9,1000.1
102253,33.7,1000.3
102254,33.6,1000.2
102255,34,1000.2
102256,33.8,1000.3
102257,33.9,1000.3
102258,34.2,1000.3
102259,34.2,1000.3
102300,34,1000.2
102301,34.1,1000.4
102302,34.2,1000.5
102303,34.3,1000.5
102304,33.9,1000.7
102305,33.9,1000.7
102306,34.2,1000.5
102307,34.5,1000.5
102308,34.7,1000.4
102309,34.5,1000.5
102310,34.9,1000.5
102311,34.7,1000.6
102312,34.6,1000.5
102313,34.7,1000.7
102314,34.7,1000.6
102315,34.4,1000.7
102316,34.3,1000.8
102317,34.6,1000.7
102318,34.9,1000.6
102319,34.9,1000.7
102320,34.6,1000.7
102321,34.4,1000.6
102322,34.1,1000.7
102323,33.9,1000.8
102324,34,1000.9
102325,34.2,1000.8
102326,34.2,1000.8
102327,34.4,1000.8
102328,34.4,1000.9
102329,34.2,1000.8
102330,34.4,1000.8
102331,34.4,1000.9
102332,34.4,1001
102333,34.4,1001
102334,34.2,1001
102335,34.5,1001
102336,34.8,1001
102337,35,1000.9
102338,35,1000.9
102339,35,1001
102340,35.2,1001
102341,35.2,1001.1
102342,35.3,1001
102343,35.3,1001
102344,35.4,1001.1
102345,35.3,1001.1
102346,35.4,1001.2
102347,35.3,1001.2
102348,35.1,1001.4
102349,35.4,1001.4
102350,35.7,1001.3
102351,35.7,1001.2
102352,35.6,1001.3
102353,35.7,1001.3
102354,35.7,1001.3
102355,35.7,1001.4
102356,35.7,1001.3
102357,35.7,1001.3
102358,35.6,1001.4
102359,35.6,1001.4
102400,35.7,1001.4
102401,35.8,1001.3
102402,35.8,1001.2
102403,35.8,1001.2
102404,35.7,1001.1
102405,35.6,1001.1
102406,35.6,1001.1
102407,35.6,1001.1
102408,35.5,1001.2
102409,35.6,1001.2
102410,35.8,1001.1
102411,35.9,1001.1
102412,35.9,1001.2
102413,35.8,1001.3
102414,35.8,1001.4
102415,35.8,1001.3
102416,35.7,1001.4
102417,35.4,1001.4
102418,35.3,1001.5
102419,35.2,1001.5
102420,35.1,1001.3
102421,35,1001.3
102422,35,1001.2
102423,34.9,1001.2
102424,35,1001.2
102425,35,1001.2
102426,35.1,1001.2
102427,35.2,1001.2
102428,35.2,1001.2
102429,35.3,1001.2
102430,35.3,1001.2
102431,35.3,1001.2
102432,35.1,1001.2
102433,35.2,1001.2
102434,35.2,1001.2
102435,35.3,1001.2
102436,35.4,1001.1
102437,35.4,1001.1
102438,35.5,1001.2
102439,35.5,1001.2
102440,35.5,1001.2
102441,35.4,1001.3
102442,35.5,1001.2
102443,35.4,1001.4
102444,35.5,1001.5
102445,35.4,1001.5
102446,35.5,1001.5
102447,35.5,1001.5
102448,35.4,1001.6
102449,35.5,1001.6
102450,35.6,1001.7
102451,35.7,1001.8
102452,35.6,1001.9
102453,35.6,1001.9
102454,35.6,1001.9
102455,35.5,1002
102456,35.6,1001.9
102457,35.2,1001.9
102458,35,1001.9
102459,34.8,1001.8
102500,34.9,1001.8
102501,34.8,1002
102502,34.8,1002
102503,35.1,1002
102504,35.3,1002
102505,35,1002.1
102506,35.2,1002
102507,35.4,1002
102508,35.5,1001.9
102509,35.6,1001.9
102510,35.4,1002
102511,35.3,1002
102512,35.3,1002.1
102513,35.2,1002.3
102514,35.3,1002.2
102515,35.3,1002.2
102516,35.3,1002
102517,35.1,1002
102518,34.8,1002.1
102519,34.7,1002
102520,34.8,1002.1
102521,34.9,1002
102522,35,1002
102523,35,1002
102524,35,1002.1
102525,35,1002.2
102526,34.9,1002.1
102527,35,1002
102528,35.6,1002.2
102529,35.9,1002
102530,36,1002.1
102531,35.9,1002
102532,35.8,1001.9
102533,36.1,1002.1
102534,36.1,1002
102535,36,1002.2
102536,35.8,1002.2
102537,35.8,1002.1
102538,35.9,1002
102539,35.8,1001.7
102540,35.9,1001.8
102541,36,1001.6
102542,36,1001.7
102543,35.9,1002
102544,35.6,1001.8
102545,35.7,1002
102546,35.8,1001.7
102547,36.1,1001.7
102548,35.9,1001.9
102549,35.2,1001.6
102550,35.4,1001.8
102551,35.2,1001.6
102552,34.9,1001.7
102553,34.7,1001.5
102554,35,1001.6
102555,35.1,1001.7
102556,34.8,1001.7
102557,35,1001.7
102558,35.1,1001.5
102559,35.1,1001.4
102600,34.9,1001.4
102601,35,1001.4
102602,35,1001.5
102603,35.1,1001.4
102604,35.2,1001.5
102605,34.8,1001.5
102606,34.7,1001.5
102607,34.7,1001.4
102608,34.8,1001.3
102609,34.8,1001.4
102610,34.7,1001.4
102611,34.8,1001.4
102612,34.6,1001.4
102613,34.7,1001.4
102614,34.6,1001.4
102615,34.6,1001.4
102616,34.6,1001.5
102617,34.5,1001.5
102618,34.3,1001.6
102619,34.8,1001.8
102620,34.9,1001.8
102621,34.6,1001.9
102622,34.7,1002
102623,34.7,1001.9
102624,35,1002
102625,34.8,1002
102626,34.6,1002
102627,34.5,1002.1
102628,34.5,1002
102629,34.6,1001.9
102630,34.6,1002.1
102631,34.5,1002.1
102632,34.3,1002
102633,34.3,1002
102634,34.5,1001.9
102635,34.5,1002.2
102636,34.5,1002.1
102637,34.1,1002.2
102638,34.2,1002.3
102639,34.3,1002.3
102640,34.4,1002.4
102641,34.5,1002.5
102642,34.6,1002.6
102643,34.5,1002.6
102644,34.5,1002.7
102645,34.7,1002.6
102646,34.7,1002.7
102647,34.7,1002.7
102648,34.6,1002.8
102649,34.6,1002.8
102650,34.7,1002.8
102651,34.9,1002.7
102652,34.8,1002.8
102653,34.6,1002.8
102654,34.2,1002.8
102655,34.1,1002.7
102656,34.3,1002.7
102657,34.2,1002.6
102658,33.9,1002.5
102659,33.6,1002.4
102700,33.5,1002.3
102701,33.6,1002.2
102702,33.7,1002.2
102703,33.7,1002.3
102704,33.4,1002.2
102705,33.2,1002.2
102706,33,1002.3
102707,33.2,1002.3
102708,33.3,1002.3
102709,33.2,1002.3
102710,33.3,1002.3
102711,33.4,1002.3
102712,33.5,1002.3
102713,33.3,1002.4
102714,33.3,1002.4
102715,33.3,1002.3
102716,33.5,1002.4
102717,33.7,1002.3
102718,33.7,1002.4
102719,33.7,1002.4
102720,33.8,1002.4
102721,33.7,1002.4
102722,33.7,1002.4
102723,33.9,1002.5
102724,34.2,1002.5
102725,34.3,1002.6
102726,34.3,1002.6
102727,34.2,1002.6
102728,33.9,1002.6
102729,33.9,1002.4
102730,33.9,1002.4
102731,33.9,1002.3
102732,33.8,1002.3
102733,33.8,1002.4
102734,34,1002.4
102735,34.2,1002.5
102736,34.2,1002.6
102737,33.9,1002.5
102738,33.6,1002.4
102739,33.8,1002.4
102740,33.9,1002.3
102741,34,1002.1
102742,33.8,1002.3
102743,33.3,1002.4
102744,33.2,1002.4
102745,33.4,1002.4
102746,33.4,1002.3
102747,33.6,1002.3
102748,34,1002.3
102749,33.7,1002.2
102750,33.6,1002.2
102751,33.7,1002.3
102752,34.1,1002.2
102753,34.2,1002.3
102754,34,1002.3
102755,33.9,1002.4
102756,33.7,1002.4
102757,33.6,1002.3
102758,33.8,1002.4
102759,33.8,1002.5
102800,33.8,1002.5
102801,33.6,1002.5
102802,33.7,1002.5
102803,34.3,1002.4
102804,33.6,1002.2
102805,33.5,1002.2
102806,34.1,1002.4
102807,34.1,1002.5
102808,33.5,1002.7
102809,33,1002.6
102810,32.9,1002.7
102811,33,1002.8
102812,33.4,1002.9
102813,33.5,1003.2
102814,32.8,1003.2
102815,32.3,1003.2
102816,32.5,1003.3
102817,32,1003.3
102818,32,1003.3
102819,32.2,1003.3
102820,32.1,1003.6
102821,32.4,1003.6
102822,32.4,1003.7
102823,32,1003.8
102824,31.7,1003.8
102825,31.8,1003.9
102826,31.9,1003.7
102827,31.8,1003.5
102828,31.8,1003.3
102829,31.9,1003.1
102830,32,1003.1
102831,32.1,1002.9
102832,32.1,1002.9
102833,32,1002.9
102834,32,1002.9
102835,32,1002.7
102836,32.1,1002.5
102837,32.2,1002.3
102838,32,1002.3
102839,32.1,1002.2
102840,32.2,1002.3
102841,32.1,1002.3
102842,32.1,1002.5
102843,32,1002.7
102844,32,1002.5
102845,31.9,1002.6
102846,32.1,1002.5
102847,32.2,1002.4
102848,32.2,1002.3
102849,32.3,1002.2
102850,32.1,1002.2
102851,31.9,1002.2
102852,31.8,1002.2
102853,32,1002.2
102854,32,1002.2
102855,31.7,1002.3
102856,31.3,1002.4
102857,30.9,1002.4
102858,31.2,1002.4
102859,31.5,1002.6
102900,31.3,1002.5
102901,31.3,1002.7
102902,31.1,1002.7
102903,31.1,1002.8
102904,31.2,1002.8
102905,31.3,1002.8
102906,31.1,1002.9
102907,31.2,1002.8
102908,31.4,1002.5
102909,31.3,1002.3
102910,31.8,1002.1
102911,32,1002.1
102912,31.9,1002.2
102913,31.9,1002.3
102914,32,1002.5
102915,32.4,1002.5
102916,32.5,1002.6
102917,32.4,1002.6
102918,32.4,1002.6
102919,32.2,1002.7
102920,32.2,1002.6
102921,32.4,1002.7
102922,32.4,1002.7
102923,32.4,1002.7
102924,32.5,1002.9
102925,32.2,1002.9
102926,31.9,1003.1
102927,32,1003.2
102928,32.3,1003.2
102929,32.6,1003.1
102930,32.7,1003
102931,32,1003
102932,31.3,1003
102933,31.6,1002.9
102934,31.5,1002.9
102935,31.4,1002.8
102936,32,1002.9
102937,32.1,1003.2
102938,31.6,1003.4
102939,31.2,1003.6
102940,31,1003.7
102941,31,1003.7
102942,30.8,1003.5
102943,30.7,1003.3
102944,31.2,1003.4
102945,30.3,1003.3
102946,30,1003.3
102947,29.5,1003.3
102948,30.5,1003.2
102949,32.2,1003.2
102950,33.2,1003.3
102951,33.4,1003.3
102952,33.4,1003.4
102953,33.8,1003.2
102954,34.6,1003.2
102955,34.1,1003.1
102956,33.5,1003.2
102957,33.7,1003.1
102958,33.6,1003
102959,33.1,1002.9
103000,32.6,1003
103001,31.9,1003.1
103002,32.1,1003.2
103003,32.3,1003.3
103004,32.3,1003.3
103005,32.2,1003.5
103006,32,1003.6
103007,32.3,1003.7
103008,32.1,1003.9
103009,32.2,1003.8
103010,32.2,1003.8
103011,32,1003.7
103012,31.7,1003.8
103013,32,1003.9
103014,31.8,1003.9
103015,31.5,1003.9
103016,31,1003.9
103017,30.5,1004
103018,30.1,1004
103019,30.2,1003.9
103020,30.6,1003.9
103021,30.5,1004
103022,30.6,1004
103023,30.6,1004.1
103024,30.5,1004.2
103025,30.3,1004.2
103026,30.4,1004.2
103027,30.3,1004.2
103028,30.1,1004.2
103029,29.6,1004
103030,29.3,1003.7
103031,29.3,1003.4
103032,29.2,1003.2
103033,29.3,1003.3
103034,29,1003.3
103035,27.9,1003.5
103036,27.7,1003.5
103037,28.1,1003.6
103038,28.3,1003.4
103039,27.8,1003.4
103040,27.1,1003.5
103041,27,1003.4
103042,27.2,1003.5
103043,27.4,1003.7
103044,27.5,1003.8
103045,27.6,1004
103046,27.3,1003.9
103047,27.3,1003.8
103048,27.4,1003.5
103049,27.6,1003.6
103050,28.2,1003.7
103051,27.5,1003.4
103052,27.8,1003.7
103053,28.1,1003.5
103054,28.3,1003.7
103055,28.3,1003.8
103056,28.1,1003.7
103057,28.6,1003.9
103058,28.6,1004
103059,28.6,1004.1
103100,28.8,1004.2
103101,28.8,1004.2
103102,28.4,1004.1
103103,27.8,1004
103104,27.7,1003.8
103105,28.1,1003.7
103106,28.1,1003.6
103107,28,1003.7
103108,28.2,1003.6
103109,27.8,1003.7
103110,27.8,1003.7
103111,28.6,1003.7
103112,28.9,1003.8
103113,28.7,1003.6
103114,28.7,1003.7
103115,27.9,1003.9
103116,28,1003.9
103117,28.3,1004
103118,28.2,1004
103119,28.1,1004.1
103120,28.1,1004.2
103121,27.5,1004.2
103122,27.8,1004.3
103123,27.6,1004.3
103124,27.1,1004.3
103125,27.9,1004.4
103126,27.9,1004.3
103127,27.9,1004.3
103128,28.1,1004.4
103129,27.6,1004.5
103130,27.3,1004.5
103131,27.2,1004.5
103132,27.4,1004.4
103133,27.4,1004.4
103134,26.9,1004.4
103135,26.8,1004.3
103136,26.8,1004.2
103137,26.9,1004.2
103138,27.2,1004.2
103139,27.6,1004.2
103140,27.3,1004.2
103141,26.6,1004.4
103142,26.8,1004.4
103143,27,1004.5
103144,27.1,1004.6
103145,27.1,1004.6
103146,27,1004.7
103147,26.8,1004.8
103148,26.7,1004.8
103149,27,1004.8
103150,27.4,1004.8
103151,27.5,1004.8
103152,27.6,1004.7
103153,27.4,1004.8
103154,27.3,1004.7
103155,28,1004.7
103156,27.9,1004.7
103157,27.7,1004.8
103158,27.9,1004.8
103159,27.8,1004.8
103200,28,1004.8
103201,27.8,1004.8
103202,27.9,1004.7
103203,27.7,1004.8
103204,27.5,1004.9
103205,27.8,1005
103206,27.8,1005
103207,28.1,1005
103208,28,1005
103209,27.7,1005.1
103210,27.4,1005.1
103211,27.2,1005.2
103212,27.2,1005.1
103213,27.6,1005.1
103214,27.7,1005.1
103215,27.7,1005.3
103216,27.3,1005.3
103217,27.1,1005.2
103218,27.2,1005.2
103219,27.1,1005.2
103220,27.1,1005.1
103221,27.1,1005.1
103222,26.9,1005.1
103223,26.6,1005
103224,26.5,1005.1
103225,26.6,1005
103226,26.7,1005
103227,26.6,1005
103228,26.4,1005
103229,26.2,1005
103230,26.5,1004.9
103231,26.4,1004.9
103232,26.3,1004.9
103233,26.3,1004.9
103234,26,1004.8
103235,25.8,1004.8
103236,25.8,1004.8
103237,25.8,1004.8
103238,25.8,1004.8
103239,25.7,1004.8
103240,25.6,1004.9
103241,25.5,1005
103242,25.3,1005
103243,25.4,1005
103244,25.5,1004.9
103245,25.6,1005
103246,25.4,1005
103247,25.5,1005.1
103248,25.2,1005
103249,25.3,1005
103250,25.3,1005
103251,25,1005
103252,25,1005
103253,25.1,1005
103254,25.4,1005
103255,25.3,1005.2
103256,25.1,1005
103257,25.1,1005.1
103258,24.9,1005.2
103259,25,1005.2
103300,24.9,1005.2
103301,24.9,1005.3
103302,25,1005.2
103303,25,1005.2
103304,25.1,1005.1
103305,25,1005.2
103306,24.8,1005.3
103307,24.8,1005.2
103308,24.8,1005.2
103309,24.8,1005.2
103310,24.8,1005.2
103311,24.7,1005.3
103312,24.8,1005.3
103313,24.7,1005.3
103314,24.6,1005.3
103315,24.6,1005.3
103316,24.5,1005.4
103317,24.5,1005.3
103318,24.6,1005.3
103319,24.7,1005.4
103320,24.8,1005.3
103321,24.8,1005.3
103322,24.8,1005.3
103323,24.9,1005.3
103324,24.9,1005.4
103325,25,1005.4
103326,25.1,1005.5
103327,25.1,1005.5
103328,25.2,1005.5
103329,25.3,1005.4
103330,25.3,1005.4
103331,25.2,1005.4
103332,25.3,1005.4
103333,25.1,1005.5
103334,25.1,1005.5
103335,25.1,1005.3
103336,25.2,1005.3
103337,25.1,1005.4
103338,25.3,1005.4
103339,25.3,1005.5
103340,25.3,1005.5
103341,25.1,1005.5
103342,25,1005.6
103343,25,1005.5
103344,24.8,1005.6
103345,24.8,1005.5
103346,24.6,1005.6
103347,24.5,1005.5
103348,24.6,1005.6
103349,24.5,1005.4
103350,24.5,1005.4
103351,24.4,1005.3
103352,24.6,1005.4
103353,24.8,1005.4
103354,24.7,1005.5
103355,24.8,1005.5
103356,24.9,1005.6
103357,24.7,1005.7
103358,24.6,1005.6
103359,24.6,1005.7
103400,24.7,1005.7
103401,24.8,1005.6
103402,24.9,1005.6
103403,24.8,1005.6
103404,24.8,1005.5
103405,24.8,1005.5
103406,24.9,1005.5
103407,24.8,1005.4
103408,24.6,1005.5
103409,24.6,1005.5
103410,24.6,1005.5
103411,24.6,1005.5
103412,24.7,1005.5
103413,24.7,1005.4
103414,24.9,1005.5
103415,24.9,1005.5
103416,25,1005.5
103417,25,1005.6
103418,24.9,1005.5
103419,24.9,1005.7
103420,24.9,1005.7
103421,24.7,1005.6
103422,24.8,1005.7
103423,24.7,1005.6
103424,24.7,1005.7
103425,24.6,1005.6
103426,24.7,1005.6
103427,25,1005.8
103428,24.7,1005.7
103429,24.6,1005.7
103430,24.5,1005.7
103431,24.6,1005.7
103432,24.4,1005.7
103433,24.5,1005.7
103434,24.4,1005.8
103435,24.4,1005.8
103436,24.5,1005.7
103437,24.6,1005.7
103438,24.8,1005.7
103439,24.8,1005.7
103440,24.8,1005.7
103441,24.9,1005.7
103442,25,1005.6
103443,24.9,1005.6
103444,25,1005.6
103445,25.1,1005.6
103446,24.9,1005.6
103447,24.7,1005.6
103448,24.8,1005.5
103449,24.9,1005.6
103450,24.8,1005.5
103451,24.8,1005.6
103452,24.7,1005.5
103453,24.7,1005.5
103454,25,1005.5
103455,25,1005.5
103456,25.1,1005.5
103457,24.8,1005.4
103458,25,1005.4
103459,25,1005.4
103500,25,1005.4
103501,25.2,1005.5
103502,25.1,1005.4
103503,25.2,1005.4
103504,25.4,1005.4
103505,25.3,1005.4
103506,25.3,1005.4
103507,25.3,1005.4
103508,25.1,1005.3
103509,25.1,1005.3
103510,25.3,1005.3
103511,25.3,1005.2
103512,25.3,1005.3
103513,25.2,1005.2
103514,25.2,1005.3
103515,25.2,1005.2
103516,25.2,1005.3
103517,25.2,1005.3
103518,25.3,1005.2
103519,25.3,1005.3
103520,25.3,1005.3
103521,25.4,1005.3
103522,25.4,1005.3
103523,25.4,1005.2
103524,25.5,1005.3
103525,25.4,1005.3
103526,25.3,1005.2
103527,25.4,1005.2
103528,25.3,1005.2
103529,25.3,1005.1
103530,25.2,1005
103531,25.2,1005
103532,25.3,1005.1
103533,25.4,1005.1
103534,25.4,1005
103535,25.2,1005
103536,25.3,1005
103537,25.4,1005
103538,25.5,1005
103539,25.5,1004.9
103540,25.6,1004.8
103541,25.6,1004.7
103542,25.4,1004.7
103543,25.4,1004.6
103544,25.5,1004.6
103545,25.7,1004.5
103546,25.7,1004.6
103547,25.7,1004.5
103548,25.7,1004.5
103549,25.7,1004.5
103550,25.7,1004.6
103551,25.7,1004.7
103552,25.5,1004.7
103553,25.5,1004.7
103554,25.7,1004.8
103555,25.8,1004.8
103556,25.7,1004.7
103557,25.7,1004.8
103558,25.6,1004.7
103559,25.8,1004.7
103600,25.8,1004.7
103601,25.7,1004.7
103602,25.8,1004.7
103603,25.8,1004.6
103604,25.8,1004.7
103605,25.9,1004.8
103606,25.9,1004.8
103607,25.9,1004.8
103608,25.9,1004.7
103609,25.9,1004.8
103610,25.9,1004.7
103611,26,1004.8
103612,26.1,1004.8
103613,26.1,1004.7
103614,26.1,1004.8
103615,26.1,1004.7
103616,26,1004.7
103617,26.1,1004.7
103618,26.1,1004.7
103619,26.1,1004.7
103620,25.9,1004.8
103621,25.9,1004.8
103622,25.9,1004.7
103623,26.1,1004.8
103624,26.1,1004.9
103625,26.3,1004.9
103626,26.2,1004.9
103627,26.3,1004.9
103628,26.3,1004.8
103629,26.4,1004.8
103630,26.4,1004.8
103631,26.5,1004.8
103632,26.6,1004.8
103633,26.6,1004.7
103634,26.6,1004.7
103635,26.6,1004.7
103636,26.7,1004.7
103637,26.7,1004.7
103638,26.7,1004.6
103639,26.7,1004.7
103640,26.5,1004.6
103641,26.4,1004.5
103642,26.4,1004.6
103643,26.5,1004.6
103644,26.5,1004.6
103645,26.4,1004.6
103646,26.3,1004.6
103647,26.3,1004.6
103648,26.2,1004.6
103649,26.1,1004.6
103650,25.9,1004.7
103651,25.8,1004.7
103652,26,1004.8
