TIME,WndSp,SfcPr
121836,36.4,998.5
121837,36.7,998.3
121838,36.7,998.2
121839,37,998.3
121840,36,998.2
121841,34.5,998.3
121842,35.8,998.3
121843,37,998.2
121844,36.6,998.1
121845,37.2,997.9
121846,34.3,997.9
121847,35.3,998
121848,36.6,998
121849,35.1,998.1
121850,34.8,998.1
121851,35.8,997.9
121852,35.2,997.5
121853,34.5,997.5
121854,36.5,997.5
121855,36.5,997.9
121856,36.9,997.7
121857,35.7,997.8
121858,36.5,998
121859,34.5,997.9
121900,35.4,998.1
121901,35.4,998.1
121902,36,998
121903,35.8,998
121904,35.5,997.9
121905,34.6,997.9
121906,34.8,997.9
121907,37.1,997.8
121908,37.7,997.7
121909,37.7,997.8
121910,39.7,998
121911,41.4,997.8
121912,39.8,997.8
121913,39.7,997.9
121914,40.3,998
121915,41.9,997.9
121916,41.1,997.8
121917,41.3,997.9
121918,40.7,998.2
121919,39.9,998.4
121920,39.6,998.4
121921,39.7,998.4
121922,40.1,998.8
121923,39.2,998.3
121924,39.4,998
121925,39.2,998
121926,39.3,998.2
121927,36,997.9
121928,36.2,997.6
121929,35.3,997.5
121930,36,997.2
121931,36.5,997.3
121932,38,997.9
121933,38.8,997.9
121934,37.2,997.3
121935,35.7,997.6
121936,36.4,997.5
121937,37.5,997.8
121938,37.1,998.1
121939,36.6,997.9
121940,36.1,997.7
121941,36.7,997.8
121942,37.1,998.1
121943,36.9,998.1
121944,36.7,998.2
121945,36.2,998
121946,36.2,998.2
121947,36.6,998.2
121948,36.6,998
121949,36.3,998
121950,36.9,998.1
121951,37.1,998
121952,36.7,997.8
121953,36.5,997.7
121954,36.9,997.7
121955,36.6,997.8
121956,36.7,997.8
121957,37.1,997.8
121958,37.2,997.8
121959,37.3,997.8
122000,37.3,997.8
122001,36.9,997.6
122002,36.7,997.8
122003,36.9,997.9
122004,36.9,997.7
122005,37.2,997.6
122006,37.5,997.6
122007,37.1,997.7
122008,37.2,997.3
122009,37.1,997.5
122010,37.3,997.5
122011,37.2,997.2
122012,37.1,997.2
122013,37,997.2
122014,37.1,997.3
122015,36.9,997.3
122016,36.7,997
122017,36.6,996.8
122018,36.6,996.9
122019,36.8,997
122020,37.1,997.1
122021,37,997.3
122022,36.9,997.1
122023,36.8,997.1
122024,36.8,997.1
122025,37,997
122026,37.1,997
122027,37,997.1
122028,37,997.2
122029,36.9,997.3
122030,37,997.2
122031,36.9,997
122032,37.2,997
122033,37.5,996.7
122034,37.7,996.5
122035,37.4,996.6
122036,36.9,996.7
122037,36.9,996.8
122038,37.1,996.9
122039,37.1,996.7
122040,37.2,996.5
122041,37.4,996.4
122042,37.9,996.3
122043,38.1,996.3
122044,38.1,996.5
122045,38,996.5
122046,37.6,996.4
122047,38.3,996.5
122048,38.3,996.6
122049,38.2,996.7
122050,37.7,996.6
122051,37.9,996.4
122052,38.1,996.4
122053,37.9,996.3
122054,38,996.3
122055,38,996.4
122056,37.6,996.4
122057,37.7,996.2
122058,38.2,996.3
122059,37.7,996
122100,37.2,996.1
122101,37.3,996.3
122102,37.1,996
122103,37.1,996
122104,37.4,995.8
122105,38.6,995.9
122106,38.2,995.9
122107,37.8,996.1
122108,37.8,995.9
122109,38.1,995.8
122110,38.5,995.7
122111,38.5,995.8
122112,37.8,995.9
122113,37.5,995.9
122114,38.2,995.9
122115,39.7,995.9
122116,40.3,995.9
122117,42,995.9
122118,41.5,996
122119,40.2,995.6
122120,41.3,995.7
122121,40.4,996.1
122122,41.8,996
122123,39.7,996.3
122124,40.4,996.4
122125,41.2,995.9
122126,40.3,995.8
122127,40.7,995.7
122128,41,995.8
122129,40,995.9
122130,40.7,995.7
122131,40.7,995.6
122132,39.4,995.4
122133,39.1,995.2
122134,39.3,995
122135,38.2,995.1
122136,38.6,995.2
122137,38,995.2
122138,37.5,994.8
122139,38.5,994.6
122140,39.7,994.7
122141,38.9,994.9
122142,39.8,995.3
122143,40.7,995.5
122144,39,995.5
122145,39.3,995.2
122146,39.8,995.1
122147,38.9,995
122148,39.3,994.8
122149,39.3,994.7
122150,39.6,994.5
122151,39,994.6
122152,39.4,994.5
122153,39.6,994.6
122154,38.9,994.4
122155,38.7,994.4
122156,39.1,994.6
122157,39,995
122158,39.4,995.2
122159,39.2,995.1
122200,40.1,995.1
122201,39.5,994.8
122202,40,994.8
122203,39.8,994.9
122204,40.3,994.9
122205,39.2,994.6
122206,40.1,994.5
122207,41.9,995.1
122208,41.5,995.3
122209,40.7,994.8
122210,40.6,994.6
122211,40.4,994.7
122212,40.5,994.7
122213,41.2,994.8
122214,41.3,994.8
122215,40.7,994.7
122216,40.8,994.6
122217,40.4,994.7
122218,41,994.5
122219,40,994.2
122220,38.9,994.3
122221,39,994.3
122222,38.7,994.2
122223,37.5,993.9
122224,38.3,993.6
122225,38.6,993.8
122226,38.6,993.7
122227,38.8,993.9
122228,39.2,994.1
122229,39.1,993.9
122230,39.4,993.9
122231,39.5,993.9
122232,39.3,994.1
122233,38.7,994.1
122234,37.6,993.8
122235,38.7,993.5
122236,40.1,993.7
122237,40.2,993.9
122238,40.5,994
122239,40.9,993.7
122240,41.5,993.8
122241,41.9,994
122242,41.9,993.8
122243,43.2,993.8
122244,42.3,993.9
122245,42.6,993.9
122246,42,993.7
122247,40.8,993.4
122248,40.4,993.2
122249,41,993
122250,40.4,993.1
122251,42.3,993.3
122252,39.9,993.3
122253,39.5,993.6
122254,40.7,993.6
122255,41.3,993.3
122256,40.9,993
122257,42,993.1
122258,41.3,993.1
122259,40.9,992.9
122300,40.8,992.9
122301,40.9,992.8
122302,41.4,992.5
122303,41.1,992.3
122304,41.2,992.1
122305,41,992.1
122306,41.7,992
122307,41.5,991.9
122308,41.5,991.9
122309,41.8,991.9
122310,41.1,991.9
122311,40.3,991.9
122312,40.3,992
122313,41.2,992.2
122314,40.8,992.3
122315,39.9,992.2
122316,40.7,992.4
122317,41.1,992.3
122318,40.7,992.1
122319,40.4,992
122320,40.3,991.8
122321,41.1,991.9
122322,41.3,991.8
122323,41.1,991.9
122324,40.2,992.3
122325,40.6,992.2
122326,40.8,992.2
122327,40.5,992.2
122328,40.7,992.4
122329,40.1,992.3
122330,40.5,992.3
122331,40.5,992.3
122332,40.6,992.4
122333,40.9,992.3
122334,40.4,991.8
122335,41.3,991.7
122336,41.4,991.8
122337,40.4,991.7
122338,39.8,992
122339,38,992.4
122340,38.3,992.3
122341,39.6,992
122342,39.3,992.2
122343,39.4,992.6
122344,39.1,992.2
122345,37.7,992.2
122346,37.4,992.4
122347,38,992.6
122348,36.9,992.2
122349,38.5,991.9
122350,38.3,991.7
122351,38.5,991.4
122352,39.5,991.4
122353,40,991.3
122354,40.1,990.7
122355,40.5,990.6
122356,39.4,990.5
122357,39.1,990.1
122358,41.4,989.9
122359,41.1,990.2
122400,40.9,990.4
122401,40.4,990.2
122402,41.9,990.2
122403,40.7,990.1
122404,41,990.2
122405,42.4,990.5
122406,41,990.6
122407,40.9,990.8
122408,41.9,991
122409,42,991.2
122410,42.6,991.5
122411,44.2,991.8
122412,43.9,991.4
122413,44.6,991.4
122414,46.3,991.2
122415,44.8,990.8
122416,42.3,990.6
122417,42.4,990.8
122418,45,991.2
122419,45.5,991
122420,41.5,990.9
122421,44,990.6
122422,45.1,990.7
122423,43.8,991
122424,44.2,991
122425,44.2,990.5
122426,42.7,990.6
122427,40.4,990.5
122428,40.7,990
122429,39,990.4
122430,43.7,990.8
122431,45.5,990.5
122432,42.9,990.4
122433,43.4,990.3
122434,41,990
122435,43.6,990.1
122436,44.2,989.9
122437,44.8,989.5
122438,47.3,989.5
122439,48.7,989.7
122440,51,990
122441,49.5,989.9
122442,48.5,990
122443,50.5,990
122444,47.8,990
122445,46.7,990.4
122446,43.9,990.6
122447,43.5,990.6
122448,43.8,990.3
122449,45,989.9
122450,47.9,989.8
122451,47.8,989.9
122452,47.6,989.8
122453,47,989.6
122454,48.2,989.3
122455,48.9,989.2
122456,49.2,989.4
122457,50.2,989.5
122458,49.2,989.8
122459,48.8,989.6
122500,47.6,990
122501,43.8,990
122502,42,990.1
122503,40.2,989.9
122504,43.3,989.7
122505,45.1,990.2
122506,44,990.3
122507,43.2,990
122508,44,990
122509,45,989.6
122510,45.7,989.7
122511,46,989.7
122512,45.6,989.8
122513,44.7,990.2
122514,45.3,990.2
122515,46.3,990.1
122516,46.7,990
122517,45.6,989.9
122518,45.4,989.8
122519,45.6,990.1
122520,45.3,990.3
122521,44.6,990.2
122522,45.2,989.8
122523,44.9,990
122524,44.1,990
122525,44.6,989.5
122526,44.7,989
122527,44.6,988.7
122528,43.8,988.6
122529,43,988.8
122530,42.6,988.5
122531,43.2,988.6
122532,43.6,988.5
122533,44.2,988.6
122534,44.6,988.5
122535,44.2,988.6
122536,44.2,988.7
122537,43.9,988.6
122538,44,988.6
122539,43.6,988.7
122540,42.9,988.7
122541,42.3,988.7
122542,43.7,988.7
122543,43.9,988.7
122544,43.8,988.6
122545,43.3,988.3
122546,43.8,988.5
122547,44.2,988.5
122548,43.8,988.5
122549,43.8,987.9
122550,43.9,987.5
122551,43.4,987.5
122552,43.6,987.5
122553,44.2,987.9
122554,44.1,988.2
122555,44,988.2
122556,44.6,988.4
122557,45.7,988.4
122558,46,988.1
122559,45.3,987.9
122600,43.9,987.9
122601,43.7,988.2
122602,44.9,988.4
122603,44.9,988.3
122604,45.4,987.9
122605,44.7,987.8
122606,44.2,988.1
122607,45,988.3
122608,46.8,988.4
122609,47.4,988.3
122610,47.5,988.8
122611,47.2,989
122612,46.8,988.3
122613,47.1,987.7
122614,47.2,987.6
122615,48.3,988.1
122616,48,988.3
122617,47.2,988.4
122618,48.3,987.8
122619,49,987.4
122620,49.3,987.4
122621,49.8,987.7
122622,48.9,987.4
122623,49.5,987.1
122624,50,986.7
122625,50.6,986.5
122626,50.6,986.2
122627,49.9,985.7
122628,49.4,985.6
122629,50.1,985.8
122630,50.1,985.9
122631,49.7,985.9
122632,50.3,985.9
122633,51.7,986
122634,52.1,986.2
122635,52.5,986.2
122636,51.5,986.1
122637,52.5,986.1
122638,53.4,986
122639,53.7,986
122640,54,986.1
122641,53.1,985.6
122642,49.5,985.3
122643,51.1,984.7
122644,52.2,984.3
122645,53.8,984.7
122646,54.7,985
122647,54.7,985
122648,52.5,985.2
122649,54,985.5
122650,53.5,985.2
122651,53.7,985.4
122652,54.6,985.7
122653,54.7,985.8
122654,54.8,985.5
122655,54.8,985.3
122656,54.4,985.5
122657,52.3,985.4
122658,50.7,985.2
122659,51.4,984.9
122700,51.8,984.5
122701,52.7,984.5
122702,51.3,984.4
122703,50.5,984.1
122704,48,984
122705,47.4,984.5
122706,47.7,984.6
122707,47.6,984.4
122708,47.2,984.2
122709,44.8,983.8
122710,44.3,983.7
122711,46.8,983.9
122712,47.4,984.1
122713,48.1,984.3
122714,49.1,984.8
122715,49.4,984.9
122716,49.1,985
122717,48.3,984.6
122718,50.6,984.5
122719,53.1,984.5
122720,52.7,984.1
122721,53.3,983.9
122722,52,983.9
122723,50.1,984.1
122724,50.8,983.6
122725,50.4,983.5
122726,49.8,984.1
122727,50.1,983.6
122728,50.3,983.6
122729,49.6,983.9
122730,47,983.6
122731,45.6,983
122732,45.7,982.9
122733,47.6,983
122734,47.6,983.2
122735,46,982.5
122736,46.6,982.6
122737,46.1,982.8
122738,45.9,982.8
122739,46.4,982.7
122740,46.9,982.5
122741,47.4,982.2
122742,47.2,982.1
122743,46,982.1
122744,45.7,982.1
122745,46.8,981.8
122746,45.9,981.6
122747,45.5,981.6
122748,45,981.5
122749,43.5,981.5
122750,43.3,981.4
122751,43.6,981.7
122752,42.6,981.9
122753,42.4,982
122754,42.1,981.9
122755,42.9,981.9
122756,44.6,981.5
122757,42.7,981.6
122758,42.2,981.6
122759,39.1,981.8
122800,39.5,981.8
122801,40.4,981.3
122802,39.5,981
122803,41.3,981.2
122804,41.3,981.3
122805,41.1,981.5
122806,41.8,981.5
122807,40.5,981.8
122808,41.7,981.8
122809,40.1,981.3
122810,40.5,981
122811,40.8,981
122812,37.7,981.1
122813,37.1,981.4
122814,38.1,981.2
122815,38.3,980.9
122816,38.1,981.3
122817,40.5,981.2
122818,42.4,980.9
122819,39.3,980.8
122820,38.2,980.2
122821,34.2,980.4
122822,32.8,980.6
122823,39.4,980.7
122824,38.7,981.1
122825,38.4,981.2
122826,37.7,981
122827,37.7,981.2
122828,38.9,981.2
122829,36.3,980.9
122830,32.4,980.9
122831,32.7,980.4
122832,36.6,980.6
122833,39.1,981.2
122834,39.4,981.2
122835,40.1,981.2
122836,38.6,981
122837,36.6,980.8
122838,36.5,980.8
122839,33.3,980.5
122840,34.1,980.6
122841,39.8,980.4
122842,39.4,980.4
122843,39.8,980.4
122844,37.1,980.1
122845,36.9,980.1
122846,38.7,980.1
122847,35.6,980.1
122848,32.3,980.2
122849,37.2,980.7
122850,38.3,980.7
122851,37.9,980.3
122852,35.9,980.2
122853,37.8,980.2
122854,38.3,980.4
122855,39.6,980.6
122856,37.9,980.1
122857,37.1,980
122858,39.3,979.8
122859,39.4,980.1
122900,39.6,980.1
122901,39.6,979.9
122902,39.2,979.9
122903,39.3,979.9
122904,38.5,979.8
122905,38.3,979.8
122906,39.7,980
122907,42.7,979.9
122908,39.2,979.9
122909,37.7,980.2
122910,37,980.2
122911,38.6,980.5
122912,38.6,980.4
122913,39.1,980.2
122914,37.5,980.1
122915,39.2,980.2
122916,36.6,980.3
122917,36.4,980.3
122918,35.9,980.3
122919,37.7,980.5
122920,37.9,980.5
122921,37.5,980.7
122922,36.4,980.6
122923,37.3,980.6
122924,37.3,980.3
122925,37.4,980.5
122926,36.9,980.3
122927,36,980.4
122928,37.2,980.2
122929,38.8,980.1
122930,37.4,980.6
122931,36.9,980.4
122932,37.4,980.3
122933,38.6,980.5
122934,38.5,980.5
122935,38.6,980.5
122936,37.6,980.5
122937,36.8,980.8
122938,37.5,980.5
122939,37.6,980.6
122940,37.4,980.6
122941,36.4,980.7
122942,36.2,980.6
122943,36.6,980.5
122944,36.5,980.6
122945,37.1,980.5
122946,37.3,980.3
122947,37.2,980.2
122948,37.3,980.2
122949,37.3,980.5
122950,38.5,980.6
122951,37.8,980.5
122952,37.7,980.5
122953,38.6,980.5
122954,38.2,980.5
122955,38.2,980.2
122956,38,980.2
122957,37.8,980.1
122958,38.6,980
122959,39.8,980.1
123000,39.4,979.8
123001,39.5,979.7
123002,39.4,979.9
123003,38,979.7
123004,37.9,979.8
123005,38.1,979.8
123006,37.8,979.8
123007,38.3,979.7
123008,37.8,979.6
123009,37.9,979.5
123010,37.9,979.2
123011,38.1,979.3
123012,38.2,979.2
123013,38.4,979
123014,38.1,979
123015,38.5,979
123016,39,978.9
123017,39.3,978.8
123018,39.3,978.9
123019,38.7,978.8
123020,38.5,978.5
123021,38.7,978.2
123022,38.6,978.3
123023,39.1,978.1
123024,39.1,978.2
123025,38.9,978.2
123026,38.6,978.3
123027,38.5,978.2
123028,38.5,978.2
123029,38.9,978
123030,38.5,978
123031,38.5,978.1
123032,39.2,978.2
123033,40,978.5
123034,39.9,978.4
123035,39.2,978.5
123036,39,978.2
123037,40.3,978.4
123038,40.1,978.4
123039,40.1,978.4
123040,40.1,978.3
123041,40.3,978.5
123042,40.1,978.5
123043,40,978.3
123044,39.8,978.1
123045,40.5,978.2
123046,40.9,978.3
123047,40.6,977.9
123048,39.9,978
123049,40.3,977.9
123050,40.5,977.9
123051,40.7,978
123052,40.5,978
123053,39.8,978.2
123054,40.2,977.8
123055,40,977.6
123056,40.3,977.6
123057,40.4,977.4
123058,39.7,977.3
123059,39.5,977.4
123100,39.8,977.3
123101,39.7,977.4
123102,39.7,977.4
123103,39.3,977.5
123104,39,977.3
123105,38.9,977.1
123106,39,977
123107,38.9,977.1
123108,38.8,976.9
123109,39,976.9
123110,38.7,976.8
123111,38.7,976.8
123112,38.7,976.7
123113,38.7,976.6
123114,38.7,976.5
123115,38.6,976.5
123116,38.6,976.5
123117,38.5,976.3
123118,38.3,976.2
123119,38.3,976
123120,38.7,976
123121,38.8,976
123122,38.6,976
123123,38.7,976.1
123124,39.1,976.1
123125,39.2,975.9
123126,39.7,975.8
123127,39.1,975.9
123128,38.5,976.5
123129,37.5,976.6
123130,37.8,976.4
123131,38.4,976.3
123132,38.1,976
123133,37.9,976.2
123134,38.2,976.1
123135,38.6,975.9
123136,39,976.3
123137,38.8,975.8
123138,38,975.9
123139,37.9,976.2
123140,38,975.6
123141,38.6,975.7
123142,38.4,975.6
123143,37.6,975.3
123144,37.2,975.4
123145,37.4,975.1
123146,37.8,975.2
123147,38.1,975
123148,38.3,975
123149,38.5,975.5
123150,38.8,975.3
123151,39.1,975.4
123152,39.1,975.5
123153,38.9,975.1
123154,38.6,975.2
123155,38.5,975.1
123156,39,975.2
123157,39.5,974.8
123158,39.4,974.9
123159,39.1,974.7
123200,39.2,974.7
123201,39.2,974.7
123202,39.2,974.3
123203,39,974.5
123204,39.1,974.2
123205,39,974.3
123206,38.8,974.2
123207,39.1,974
123208,39.1,974.1
123209,39.3,973.4
123210,39.6,973.6
123211,39.5,973.5
123212,39,973
123213,38.9,973.1
123214,39,972.9
123215,39.3,972.9
123216,40.1,973.1
123217,40.2,973.3
123218,40,973.3
123219,40,973.2
123220,39.7,973.2
123221,39.8,973
123222,39.8,972.8
123223,39.9,973
123224,39.9,972.8
123225,40,972.8
123226,40,972.7
123227,40.1,972.3
123228,40.4,972.1
123229,40.1,972
123230,39.9,972
123231,39.8,971.8
123232,39.9,971.9
123233,39.6,971.9
123234,40,971.9
123235,40,971.8
123236,40.3,971.7
123237,40.8,971.6
123238,40.6,971.6
123239,40.9,971.5
123240,40.8,971.5
123241,40.1,971.5
123242,40.3,971.6
123243,40.7,971.7
123244,41.2,971.7
123245,41.4,971.7
123246,41.2,971.5
123247,41.4,971.4
123248,41.4,971.4
123249,41.4,971.3
123250,41.6,971.3
123251,41.7,971.1
123252,41.8,971
123253,41.8,970.9
123254,42.4,970.9
123255,43.1,970.9
123256,42.9,970.7
123257,42.4,970.8
123258,42.4,970.7
123259,42.4,970.6
123300,42,970.5
123301,42,970.6
123302,42.3,970.6
123303,42.8,970.6
123304,41.9,970.5
123305,41.8,970.5
123306,42.1,970.5
123307,42.5,970.5
123308,42.7,970.4
123309,42.6,970.3
123310,42.3,970.3
123311,41.8,970.2
123312,41.6,970.4
123313,42,970.1
123314,42.7,970
123315,42.6,970.1
123316,42.3,969.8
123317,41.5,969.7
123318,41,969.3
123319,41.6,968.7
123320,41.8,968.8
123321,42.1,968.3
123322,41.8,968.4
123323,41.7,968.3
123324,42.1,968.4
123325,42.5,968.5
123326,42.6,968.3
123327,42.2,968.4
123328,42.5,968.4
123329,43.6,968.5
123330,43.5,968.6
123331,43.1,968.7
123332,43.1,968.7
123333,43,968.5
123334,43.4,968.5
123335,43.4,968.4
123336,43.2,968.3
123337,43.1,968.2
123338,43.2,968
123339,43.5,968
123340,43.8,968
123341,43.6,968
123342,43.3,968.1
123343,43.5,968
123344,44.3,968.2
123345,44,967.9
123346,43.4,967.8
123347,43.5,968.1
123348,44.2,967.8
123349,44.3,967.7
123350,44.2,967.5
123351,44,967.5
123352,43.4,967.4
123353,43.2,967.5
123354,44,967.7
123355,44.2,967.6
123356,44.2,967.6
123357,44.8,967.7
123358,44,967.7
123359,42.9,967.6
123400,43.2,967.3
123401,44,967.5
123402,43.9,967.4
123403,43.4,967.3
123404,44.2,967.2
123405,45.7,967.2
123406,45.5,967.3
123407,45,967
123408,45.5,967.1
123409,45.7,966.9
123410,45.4,966.8
123411,45.6,966.4
123412,47.2,966.5
123413,46.2,966.5
123414,46,966.5
123415,45.3,966.5
123416,45.8,966.5
123417,46.8,966.5
123418,46.2,966.5
123419,47.9,966.5
123420,47.8,966.7
123421,47.4,966.5
123422,47.1,966.4
123423,46.4,966.4
123424,47.2,966.1
123425,46.9,965.8
123426,46.9,965.6
123427,46,965.6
123428,46.4,965.7
123429,46.8,965.7
123430,45.1,965.6
123431,44.5,965.5
123432,47.1,965.3
123433,48.3,965.2
123434,48.3,965.3
123435,48.3,965.2
123436,47.8,965
123437,47.3,964.9
123438,44.8,965.2
123439,45.5,965.1
123440,46,964.7
123441,45.7,964.4
123442,46.3,964.4
123443,47,963.9
123444,47.5,964
123445,46.2,964.3
123446,45.9,963.8
123447,45,963.9
123448,46.5,963.9
123449,50,964.2
123450,50.4,963.9
123451,47.9,963.2
123452,46.7,963.3
123453,45.9,963.3
123454,45.7,963.3
123455,48.3,963.2
123456,47.8,962.9
123457,48.8,962.6
123458,49.1,962.8
123459,49.7,963
123500,47.1,962.5
123501,48.1,962.3
123502,51.7,962.1
123503,49.5,962
123504,50.2,961.9
123505,50.1,961.9
123506,50.2,961.9
123507,50.8,961.9
123508,49.6,961.9
123509,49,962
123510,47.3,961.8
123511,45.4,961.6
123512,47,961.6
123513,48.8,961.4
123514,49.1,961.4
123515,48.1,961.3
123516,48,960.8
123517,47.8,960.6
123518,49.1,960.8
123519,49.5,960.6
123520,48.7,960.3
123521,48.7,959.6
123522,48.8,959.4
123523,50.5,959.2
123524,51.7,959
123525,50.3,959
123526,49.9,958.8
123527,51.1,958.3
123528,50.4,958
123529,49.5,957.9
123530,52.9,958
123531,53.8,957.2
123532,52.7,956.7
123533,51.9,956.8
123534,51.5,956.6
123535,51.2,956.3
123536,51.2,956.2
123537,51.1,956.2
123538,52.1,956.4
123539,51.4,956.5
123540,50.5,956.2
123541,50.6,956.3
123542,50.4,956.6
123543,50.9,957
123544,48.6,957.2
123545,46.5,957.2
123546,44.8,957.4
123547,45.2,957.3
123548,46.4,957.3
123549,46.8,957.4
123550,45.7,957.1
123551,44.3,956.7
123552,43.7,956.6
123553,44.4,956.6
123554,44.6,956.8
123555,45.1,956.7
123556,44.4,956.4
123557,42.9,956.1
123558,41.9,955.8
123559,41.8,956
123600,43.2,955.6
123601,43,955.3
123602,43.3,955.3
123603,43,955.5
123604,42.2,955.5
123605,41.9,955.5
123606,42.2,955.3
123607,41.5,955.1
123608,41.5,954.7
123609,42.4,954.7
123610,42.2,954.6
123611,41.5,954.6
123612,41.3,954.6
123613,40.8,954.5
123614,40.9,954.4
123615,41.7,954.3
123616,41.5,954
123617,40.9,953.8
123618,40.7,953.9
123619,40.9,954
123620,41.7,954
123621,41.6,954.1
123622,40.8,954.1
123623,40.8,953.9
123624,40.1,953.7
123625,39.6,953.7
123626,40.7,953.5
123627,41,953.1
123628,39.9,953
123629,39.6,952.9
123630,39.8,953
123631,38.8,953.2
123632,38,953
123633,37.5,952.7
123634,37.1,952.5
123635,36.6,952.5
123636,36.4,952.5
123637,36.3,952.7
123638,36.4,952.5
123639,36.4,952.5
123640,36.2,952.5
123641,35.5,952.6
123642,35,952.7
123643,35.4,952.6
123644,35.3,952.5
123645,34.3,952.5
123646,34.2,952.4
123647,34.3,952.3
123648,34.1,952
123649,33.6,951.8
123650,33,951.8
123651,32.5,951.7
123652,32.3,952.1
123653,32.1,952.3
123654,32.4,952.1
123655,33,951.9
123656,31.8,951.6
123657,31,951.7
123658,31.3,951.5
123659,31.7,951.4
123700,32.1,951.4
123701,31.5,951.4
123702,31.5,951.3
123703,30.3,951.5
123704,29.9,951.1
123705,29.5,950.9
123706,30.6,951.1
123707,30.5,951.4
123708,29.7,951.4
123709,29.5,951.1
123710,29.4,951
123711,29.1,951.3
123712,28.7,951.5
123713,28.6,951.4
123714,28.4,951.1
123715,28.2,950.9
123716,27.8,950.8
123717,27.5,950.8
123718,27,950.8
123719,26.8,951
123720,26.7,951
123721,26.4,950.8
123722,26,950.7
123723,26,950.7
123724,25.1,950.8
123725,24.8,950.7
123726,24.4,950.6
123727,23.4,950.4
123728,23.2,950.4
123729,22.9,950.5
123730,23.3,950.4
123731,23,950.4
123732,22.3,950.6
123733,23,950.5
123734,22.8,950.2
123735,22.4,949.8
123736,22,949.6
123737,22.2,949.7
123738,22.1,949.9
123739,21.4,950
123740,20.6,950.1
123741,20,950.1
123742,19.8,950.1
123743,19.6,950.1
123744,19.9,950.1
123745,20,949.9
123746,19.1,949.7
123747,18.2,949.7
123748,17.8,949.8
123749,18.3,949.8
123750,18.4,950
123751,18.3,950
123752,18.1,949.8
123753,18.1,949.8
123754,18.6,949.6
123755,18.7,949.7
123756,18.5,950.1
123757,18.3,949.6
123758,17.3,949.6
123759,17.1,949.9
123800,16.8,949.7
123801,16.6,949.3
123802,16.7,949.5
123803,16.8,949.8
123804,16,949.8
123805,15.6,949.7
123806,16.1,949.5
123807,16.2,949.3
123808,15.9,949.3
123809,15.2,949
123810,15.4,948.8
123811,15.5,948.6
123812,15.6,948.8
123813,15.2,948.7
123814,14.6,948.7
123815,14.5,948.5
123816,14.6,948.4
123817,14,948.6
123818,13.4,948.4
123819,13.3,948.4
123820,13.9,948.3
123821,13.5,948.5
123822,12.9,948.4
123823,13.4,948.5
123824,13.3,948.6
123825,12.3,948.7
123826,12.3,948.9
123827,12.5,948.9
123828,12.9,949
123829,13.4,949.2
123830,12.3,949.2
123831,12.1,948.7
123832,12.3,948.7
123833,12.3,948.8
123834,12,948.8
123835,12.1,948.9
123836,12.5,948.9
123837,12.7,949
123838,11.8,948.7
123839,10.1,948.8
123840,10.4,948.8
123841,10.5,948.8
123842,11.3,948.9
123843,10.9,948.9
123844,10.4,948.8
123845,11.1,948.6
123846,10.7,948.6
123847,9.2,949
123848,8.7,949.1
123849,8.8,949.1
123850,8.9,948.9
123851,8.4,949
123852,8.5,948.9
123853,8.7,948.8
123854,7.8,948.8
123855,7.4,948.8
123856,7.9,948.9
123857,7.1,948.9
123858,7.6,948.7
123859,7.1,948.8
123900,6.5,948.7
123901,6.7,948.6
123902,6.1,948.6
123903,6.1,948.6
123904,6.1,948.6
123905,5.7,948.7
123906,5.6,948.7
123907,5.3,948.6
123908,5.3,948.6
123909,5.5,948.6
123910,5.8,948.6
123911,4.8,948.6
123912,4.8,948.5
123913,4.7,948.5
123914,4.7,948.5
123915,3.9,948.7
123916,4.3,948.5
123917,4.6,948.4
123918,4.1,948.3
123919,2.8,948.6
123920,3.6,948.6
123921,3.8,948.6
123922,3.3,948.3
123923,3.9,948.3
123924,3.7,948.5
123925,3.7,948.8
123926,3,948.9
123927,2.6,948.6
123928,2.4,948.7
123929,3.2,948.5
123930,3.5,948.3
123931,2.6,948.5
123932,2.5,948.2
123933,2.2,948.4
123934,1.9,948.3
123935,2.3,948.3
123936,1.9,948.4
123937,2.4,948.3
123938,3.4,948.2
123939,2.4,948
123940,2.5,948.1
123941,2.9,947.8
123942,1.6,948.1
123943,2.3,948
123944,3.1,947.9
123945,3.6,948
123946,1.9,948
123947,1.7,948
123948,1.6,947.9
123949,1.9,947.8
123950,1.9,947.8
123951,1.8,948.1
123952,2.2,947.9
123953,2.4,947.6
123954,1.7,947.6
123955,2.2,947.4
123956,0.8,947.3
123957,0.8,947.1
123958,0.9,947.2
123959,1.3,947.4
124000,1.6,947.7
124001,1,947.9
124002,1.2,948
124003,0.8,947.7
124004,0.7,947.5
124005,0.9,947.3
124006,1.1,947.3
124007,0.7,947.5
124008,1.3,947.8
124009,1.3,947.6
124010,0.9,947.6
124011,2.1,947.6
124012,0,947.5
124013,0.7,947.7
124014,1.6,947.8
124015,1.2,947.9
124016,2,948
124017,2.3,948.1
124018,1.9,948.1
124019,2.4,948
124020,3.7,948.1
124021,4,948.1
124022,4.7,948.2
124023,5.5,948.4
124024,4.6,948.5
124025,4.5,948.7
124026,5,948.9
124027,5.3,948.8
124028,6.2,948.8
124029,6.1,948.8
124030,5.9,949
124031,6,949
124032,5.5,948.8
124033,5.6,948.5
124034,5.8,948.6
124035,5.5,948.7
124036,5.3,948.8
124037,5.4,948.6
